#K-Path          Energy     s    p    d    tot
# NKPTS & NBANDS:  60 192
# Band-Index:    1
   0.62093    -14.614075  0.011  0.000  0.000  0.012
   0.64916    -14.610717  0.011  0.001  0.000  0.012
   0.67738    -14.606555  0.010  0.001  0.000  0.011
   0.70561    -14.601705  0.010  0.001  0.000  0.011
   0.73383    -14.596306  0.010  0.001  0.000  0.011
   0.76205    -14.590514  0.009  0.001  0.000  0.010
   0.79028    -14.584499  0.009  0.001  0.000  0.010
   0.81850    -14.578434  0.008  0.001  0.000  0.009
   0.84673    -14.572492  0.007  0.001  0.000  0.008
   0.87495    -14.566836  0.006  0.001  0.000  0.007
   0.90317    -14.561619  0.004  0.001  0.000  0.006
   0.93140    -14.556973  0.003  0.001  0.000  0.004
   0.95962    -14.553013  0.002  0.001  0.000  0.003
   0.98785    -14.549833  0.001  0.001  0.000  0.002
   1.01607    -14.547507  0.001  0.001  0.000  0.002
   1.04430    -14.546091  0.000  0.001  0.000  0.001
   1.07252    -14.545615  0.000  0.001  0.000  0.001
   1.07252    -14.545615  0.000  0.001  0.000  0.001
   1.11243    -14.547749  0.000  0.001  0.000  0.001
   1.15235    -14.554066  0.001  0.001  0.000  0.002
   1.19226    -14.564307  0.002  0.001  0.000  0.003
   1.23218    -14.578058  0.004  0.001  0.000  0.005
   1.27209    -14.594780  0.005  0.001  0.000  0.007
   1.31201    -14.613843  0.007  0.001  0.000  0.008
   1.35192    -14.634561  0.008  0.001  0.000  0.009
   1.39184    -14.656238  0.009  0.001  0.000  0.010
   1.43176    -14.678196  0.010  0.001  0.000  0.011
   1.47167    -14.699809  0.010  0.001  0.000  0.011
   1.51159    -14.720527  0.010  0.001  0.000  0.011
   1.55150    -14.739864  0.010  0.001  0.000  0.012
   1.59142    -14.757408  0.010  0.000  0.000  0.012
   1.63133    -14.772810  0.011  0.000  0.000  0.011
   1.67125    -14.785786  0.012  0.000  0.000  0.012
   1.71116    -14.796111  0.012  0.000  0.000  0.012
   1.75108    -14.803610  0.012  0.000  0.000  0.012
   1.79099    -14.808158  0.012  0.000  0.000  0.012
   1.83091    -14.809681  0.012  0.000  0.000  0.012
 
# Band-Index:    8
   1.83091    -14.805563  0.013  0.000  0.000  0.013
   1.79099    -14.804048  0.013  0.000  0.000  0.013
   1.75108    -14.799527  0.013  0.000  0.000  0.013
   1.71116    -14.792072  0.013  0.000  0.000  0.013
   1.67125    -14.781808  0.013  0.000  0.000  0.013
   1.63133    -14.768910  0.013  0.000  0.000  0.013
   1.59142    -14.753599  0.013  0.001  0.000  0.013
   1.55150    -14.736157  0.011  0.001  0.000  0.012
   1.51159    -14.716930  0.011  0.001  0.000  0.012
   1.47167    -14.696321  0.010  0.001  0.000  0.011
   1.43176    -14.674809  0.010  0.001  0.000  0.011
   1.39184    -14.652940  0.009  0.001  0.000  0.010
   1.35192    -14.631336  0.008  0.001  0.000  0.009
   1.31201    -14.610677  0.007  0.001  0.000  0.008
   1.27209    -14.591659  0.006  0.001  0.000  0.007
   1.23218    -14.574969  0.004  0.001  0.000  0.005
   1.19226    -14.561238  0.002  0.001  0.000  0.003
   1.15235    -14.551007  0.001  0.001  0.000  0.002
   1.11243    -14.544694  0.000  0.001  0.000  0.001
   1.07252    -14.545615  0.000  0.001  0.000  0.001
   1.07252    -14.545615  0.000  0.001  0.000  0.001
   1.04430    -14.545597  0.000  0.001  0.000  0.001
   1.01607    -14.545544  0.000  0.001  0.000  0.001
   0.98785    -14.546772  0.001  0.001  0.000  0.002
   0.95962    -14.549945  0.002  0.001  0.000  0.003
   0.93140    -14.553892  0.003  0.001  0.000  0.004
   0.90317    -14.558517  0.004  0.001  0.000  0.006
   0.87495    -14.563705  0.006  0.001  0.000  0.007
   0.84673    -14.569321  0.007  0.001  0.000  0.008
   0.81850    -14.575211  0.008  0.001  0.000  0.009
   0.79028    -14.581207  0.009  0.001  0.000  0.010
   0.76205    -14.587133  0.010  0.001  0.000  0.011
   0.73383    -14.592809  0.010  0.001  0.000  0.011
   0.70561    -14.598070  0.010  0.001  0.000  0.011
   0.67738    -14.602765  0.012  0.001  0.000  0.013
   0.64916    -14.606770  0.012  0.001  0.000  0.013
   0.62093    -14.609986  0.012  0.001  0.000  0.013
   0.59271    -14.612335  0.012  0.001  0.000  0.013
   0.56448    -14.613767  0.012  0.000  0.000  0.013
   0.53626    -14.614248  0.012  0.000  0.000  0.013
   0.53626    -14.614248  0.012  0.000  0.000  0.013
   0.50804    -14.618459  0.012  0.001  0.000  0.013
   0.47981    -14.629115  0.012  0.001  0.000  0.013
   0.45159    -14.643103  0.012  0.001  0.000  0.013
   0.42336    -14.658509  0.012  0.001  0.000  0.013
   0.39514    -14.674359  0.011  0.001  0.000  0.012
   0.36691    -14.690118  0.011  0.001  0.000  0.012
   0.33869    -14.705460  0.012  0.001  0.000  0.013
   0.31047    -14.720155  0.012  0.001  0.000  0.013
   0.28224    -14.734028  0.012  0.001  0.000  0.013
   0.25402    -14.746936  0.012  0.001  0.000  0.013
   0.22579    -14.758764  0.013  0.001  0.000  0.013
   0.19757    -14.769413  0.013  0.000  0.000  0.013
   0.16935    -14.778801  0.013  0.000  0.000  0.013
   0.14112    -14.786859  0.013  0.000  0.000  0.013
   0.11290    -14.793531  0.013  0.000  0.000  0.013
   0.08467    -14.798769  0.013  0.000  0.000  0.013
   0.05645    -14.802535  0.013  0.000  0.000  0.013
   0.02822    -14.804805  0.013  0.000  0.000  0.013
   0.00000    -14.805563  0.013  0.000  0.000  0.013
 
# Band-Index:    9
   0.00000    -14.768040  0.006  0.000  0.000  0.006
   0.02822    -14.767292  0.006  0.000  0.000  0.006
   0.05645    -14.765052  0.006  0.000  0.000  0.006
   0.08467    -14.761334  0.005  0.000  0.000  0.006
   0.11290    -14.756162  0.005  0.000  0.000  0.005
   0.14112    -14.749574  0.005  0.000  0.000  0.005
   0.16935    -14.741614  0.005  0.000  0.000  0.005
   0.19757    -14.732337  0.005  0.000  0.000  0.005
