#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  60 384
# Band-Index:    1
   0.76205    -21.602045  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.79028    -21.601940  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.81850    -21.601834  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.84673    -21.601729  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.87495    -21.601629  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.90317    -21.601535  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.93140    -21.601450  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.95962    -21.601378  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   0.98785    -21.601319  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.01607    -21.601274  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.04430    -21.601248  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.601238  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.07252    -21.601238  0.919  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.11243    -21.601257  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.919
   1.15235    -21.601309  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.19226    -21.601397  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.23218    -21.601516  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.27209    -21.601662  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.31201    -21.601835  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.35192    -21.602026  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.39184    -21.602234  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.43176    -21.602454  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.47167    -21.602677  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.51159    -21.602900  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.55150    -21.603116  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.59142    -21.603318  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.63133    -21.603499  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
   1.67125    -21.603654  0.918  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.918
